Gen1:1 [1]起初[2]神[3]创造[4]诸天与地，
Jdg9:27 示剑的居民出城到田间去，摘取葡萄园的葡萄，踹酒，摆设感谢宴，进他们神的庙中吃喝，咒诅亚比米勒。
Jdg9:28 以别的儿子迦勒说，亚比米勒是谁？我们示剑人是谁，竟要服事他？他不是耶路巴力的儿子么？他的官员不是西布勒么？你们要服事示剑的父亲哈抹的后人；我们为何要服事亚比米勒呢？
Jdg9:29 惟愿这民交在我的手下，我就除掉亚比米勒。迦勒又对亚比米勒说，增添你的军兵出来罢！
Jdg9:30 那城的官长西布勒听见以别的儿子迦勒的话，就发怒，
Jdg9:31 打发使者去[1]多珥玛见亚比米勒，说，以别的儿子迦勒和他的弟兄到了示剑，煽惑城中的民攻击你。
Jdg9:32 现在你和跟随你的人今夜起来，在田间埋伏；
Jdg9:33 到早晨太阳一出，你就早早起来闯城。迦勒和跟随他的人出来攻击你的时候，你便向他们见机而作。
Jdg9:34 于是，亚比米勒和跟随他的众人夜间起来，分作四队，向着示剑设下埋伏。
Jdg9:35 以别的儿子迦勒出去，站在城门口。亚比米勒和跟随他的人从埋伏之处起来。
Jdg9:36 迦勒看见那些人，就对西布勒说，看哪，有人从山顶上下来了。西布勒说，你看见山的影子，以为是人。
Jdg9:37 迦勒又说，看哪，有人从地的高处下来，又有一队从米恶尼尼橡树的路上而来。
Jdg9:38 西布勒对他说，你曾说，亚比米勒是谁，我们竟要服事他？你所夸的口在那里呢？这不是你所藐视的民么？你现在出去，与他们交战罢。
Jdg9:39 于是迦勒率领示剑的居民出去，与亚比米勒交战。
Jdg9:40 亚比米勒追赶迦勒，迦勒在他面前逃跑；有许多受伤仆倒的，直到城门口。
Jdg9:41 亚比米勒住在亚鲁玛。西布勒赶出迦勒和他的弟兄们，不准他们住在示剑。
Jdg9:42 次日，民出到田间，有人告诉亚比米勒；
Jdg9:43 他就把他的人分作三队，埋伏在田间，看见有人从城里出来，就起来击杀他们。
Jdg9:44 亚比米勒和跟随他的队伍向前闯去，站在城门口；有两队直闯到田间的众人那里，把他们击杀了。
Jdg9:45 亚比米勒整天攻打城，将城夺取，杀了其中的人，将城拆毁，撒上了盐。
Jdg9:46 示剑楼的居民听见了，就躲入[1]巴力比利土庙的卫所。
Jdg9:47 有人告诉亚比米勒说，示剑楼的居民都聚在一处。
Jdg9:48 亚比米勒和跟随他的人就都上撒们山。亚比米勒手拿斧子，砍下一根树枝，扛在肩上，对跟随他的人说，你们看我所行的，也当赶紧照样行。
Jdg9:49 众人也就各砍一枝，跟随亚比米勒，把树枝对着卫所堆起来，放火烧里面的人，把卫所烧了，以致示剑楼的人也都死了，男女约有一千。
Jdg9:50 亚比米勒到提备斯，对着提备斯安营，就攻取了那城。
Jdg9:51 城中有一座坚固的楼；城里所有的居民，无论男女，都逃进楼去，把自己关在里面，上了楼顶。
Jdg9:52 亚比米勒到了楼前，攻打那楼，挨近楼门口，要用火焚烧那楼。
Jdg9:53 有一个妇人把一块上磨石抛在亚比米勒的头上，打破了他的脑骨。
Jdg9:54 他就急忙喊叫拿他兵器的少年人，对他说，拔出你的刀来，杀了我罢；免得人议论我说，是个妇人杀了他。于是少年人把他刺透，他就死了。
Jdg9:55 以色列人见亚比米勒死了，便各回自己的地方去了。
Jdg9:56 这样，神报应亚比米勒向他父亲所行的恶，就是杀了自己弟兄七十个人。
Jdg9:57 示剑人的一切恶，神也都报应在他们头上；耶路巴力的儿子约坦的咒诅归到他们身上了。
Jdg10:1 亚比米勒以后，有以萨迦人朵多的孙子，普瓦的儿子陀拉兴起，拯救以色列人；他住在以法莲山地的沙密。
Jdg10:2 陀拉作以色列的士师二十三年，就死了，葬在沙密。
Jdg10:3 在他以后有基列人睚珥兴起，作以色列的士师二十二年。
Jdg10:4 他有三十个儿子，骑着三十匹驴；他们有三十座城，叫作哈倭特睚珥，直到今日，都在基列地。
Jdg10:5 睚珥死了，就葬在加们。
Jdg10:6 以色列人又行耶和华眼中看为恶的事，去事奉诸巴力和亚斯他录，并亚兰的神、西顿的神、摩押的神、亚扪人的神、非利士人的神，离弃耶和华，不事奉祂。
Jdg10:7 耶和华的怒气向以色列人发作，就把他们交付在非利士人和亚扪人的手中。
Jdg10:8 从那年起，他们扰害欺压约但河那边，在基列亚摩利人之地的以色列众人，共有十八年。
Jdg10:9 亚扪人又渡过约但河去攻打犹大和便雅悯，并以法莲家。以色列人就极其困苦。
Jdg10:10 以色列人哀求耶和华说，我们得罪了你；因为离弃了我们的神，去事奉诸巴力。
Jdg10:11 耶和华对以色列人说，我岂没有救过你们脱离埃及人、亚摩利人、亚扪人和非利士人么？
Jdg10:12 西顿人、亚玛力人、马云人也都欺压过你们；你们哀求我，我也拯救你们脱离他们的手。
Jdg10:13 你们竟离弃我，事奉别神；所以我不再救你们了。
Jdg10:14 你们去哀求你们所选择的众神；你们遭难的时候，让他们救你们罢。
Jdg10:15 以色列人对耶和华说，我们犯罪了，照你眼中所看为好的待我们罢；只求你今日拯救我们。
Jdg10:16 以色列人就除掉他们中间的外邦神，事奉耶和华。耶和华因以色列人所受的苦难，[1]心中着急。
Jdg10:17 当时亚扪人被召集，安营在基列；以色列人也聚集，安营在米斯巴。
Jdg10:18 基列的众人，就是基列的众首领，彼此说，谁能先去攻打亚扪人，谁必作基列一切居民的首领。
Jdg11:1 基列人耶弗他是个大能的勇士，是妓女的儿子；耶弗他是基列所生的。
Jdg11:2 基列的妻子也给他生了几个儿子；他妻子所生的儿子长大了，就赶逐耶弗他，说，你不可在我们父家承受产业，因为你是别的妇人的儿子。
Jdg11:3 耶弗他就逃离他的弟兄们，去住在陀伯地。有些无赖之徒到他那里聚集，与他一同出入。
Jdg11:4 过了些日子，亚扪人与以色列争战。
Jdg11:5 亚扪人与以色列争战的时候，基列的长老到陀伯地去，要叫耶弗他回来。
Jdg11:6 他们对耶弗他说，请你来作我们的统帅，我们好与亚扪人争战。
Jdg11:7 耶弗他对基列的长老说，从前你们不是恨我、赶逐我离开父家么？现在你们遭难为何到我这里来呢？
Jdg11:8 基列的长老对耶弗他说，现在我们回到你这里来，是因为要你同我们去，攻打亚扪人；你可以作我们基列一切居民的首领。
Jdg11:9 耶弗他对基列的长老说，如果你们叫我回去，攻打亚扪人，耶和华又把他们交给我，我可以作你们的首领么？
Jdg11:10 基列的长老对耶弗他说，有耶和华在你我中间作见证，我们必定照你的话行。
Jdg11:11 于是耶弗他同基列的长老回去，百姓就立耶弗他作他们的首领和统帅。耶弗他在米斯巴将自己的一切话诉说在耶和华面前。
Jdg11:12 耶弗他打发使者去见亚扪人的王，说，你与我有什么相干，竟来到我这里攻打我的地呢？
Jdg11:13 亚扪人的王对耶弗他的使者说，因为以色列人从埃及上来的时候夺了我的地，从亚嫩河到雅博河，直到约但河。现在你要和和平平的将这地归还。
Jdg11:14 耶弗他又打发使者去见亚扪人的王，
Jdg11:15 对他说，耶弗他如此说，以色列人并没有夺取摩押地和亚扪人的地。
Jdg11:16 以色列人从埃及上来时，乃是经过旷野到红海，来到加低斯，
Jdg11:17 就打发使者去见以东王，说，求你让我们从你的地经过。以东王却不应允。他们又打发使者去见摩押王，他也不允准。因此以色列人就住在加低斯。
Jdg11:18 他们又经过旷野，绕着以东地和摩押地，到了摩押地的东边，在亚嫩河的另一边安营；因此他们并没有入摩押的境内，因为亚嫩河是摩押的边界。
Jdg11:19 然后以色列人打发使者去见亚摩利人的王西宏，就是希实本的王，对他说，求你让我们从你的地经过，往我们自己的地方去。
Jdg11:20 西宏却不信任以色列人，不让他们经过他的境界。西宏招聚他的众民在雅杂安营，与以色列人争战。
Jdg11:21 耶和华以色列的神，将西宏和他的众民都交在以色列人手中，以色列人就击杀他们，得了住在那地之亚摩利人的全地。
Jdg11:22 他们得了亚摩利人的四境，从亚嫩河到雅博河，从旷野直到约但河。
Jdg11:23 如今耶和华以色列的神，既为祂百姓以色列的缘故赶出亚摩利人，你竟要得他们的地么？
Jdg11:24 你的神基抹为你所赶出之人的地，你不是要得为业么？耶和华我们的神为我们的缘故所赶出之人的一切地，我们就要得为业。
Jdg11:25 难道你比摩押王西拨的儿子巴勒还强么？他曾与以色列人争竞，或曾与他们争战么？
Jdg11:26 以色列人住希实本和属希实本的乡镇，亚罗珥和属亚罗珥的乡镇，并沿亚嫩河的一切城邑，已经有三百年了；在这三百年之内，你们为什么没有取回这些地方呢？
Jdg11:27 原来我没有得罪你，你却攻打我，恶待我。愿审判人的耶和华今日在以色列人和亚扪人中间审断。
Jdg11:28 亚扪人的王不肯听耶弗他打发人对他所说的话。
Jdg11:29 耶和华的灵临到耶弗他身上，他就经过基列和玛拿西；他来到基列的米斯巴，又从基列的米斯巴来到亚扪人那里。
Jdg11:30 耶弗他向耶和华许愿，说，你若真的将亚扪人交在我手中，
Jdg11:31 我从亚扪人那里平平安安回来的时候，无论什么人，从我家门出来迎接我，就必归耶和华，我也必将他献上为燔祭。
Jdg11:32 于是耶弗他往亚扪人那里去，攻打他们；耶和华将他们交在他手中，
Jdg11:33 他就大大击杀他们，从亚罗珥到米匿，直到亚备勒基拉明，攻取了二十座城。这样亚扪人就在以色列人面前被制伏了。
Jdg11:34 耶弗他回米斯巴到了自己的家，不料，他女儿拿着鼓跳舞出来迎接他，是他独生的，此外无儿无女。
Jdg11:35 耶弗他看见她，就撕裂衣服，说，哀哉！我的女儿阿，你使我甚是愁苦，你叫我太作难了；因为我已经向耶和华开口许愿，不能收回。
Jdg11:36 他女儿回答说，我父阿，你既向耶和华开口，就当照你口中所出的向我行，因耶和华已经在你的仇敌亚扪人身上为你报仇；
Jdg11:37 又对父亲说，求你允准我这件事：让我去两个月，与同伴下到山间，好哀哭我终身作处女。
Jdg11:38 耶弗他说，你去罢；就让她去两个月。她便和同伴去了，在山上为她终身作处女哀哭。
Jdg11:39 满了两个月，她回到父亲那里，父亲就照所许的愿向她行了；女儿终身没有亲近男子。此后以色列中有个规矩，
Jdg11:40 每年以色列的女子去[1]为基列人耶弗他的女儿哀哭，一年四天。
Jdg12:1 以法莲人被召集，过河到了撒分，对耶弗他说，你过去攻打亚扪人，为什么没有召我们同去呢？我们必用火烧你和你的房屋。
Jdg12:2 耶弗他对他们说，我和我的民与亚扪人极力奋战；我向你们呼救，你们竟没有来救我脱离他们的手。
Jdg12:3 我见你们不来救我，就[1]不顾性命，过去攻击亚扪人；耶和华将他们交在我手中。你们今日为什么上我这里来攻打我呢？
Jdg12:4 于是耶弗他招聚基列众人，与以法莲人争战。基列人击杀以法莲人，是因他们说，你们基列人在以法莲、玛拿西中间，不过是以法莲逃亡的人。
Jdg12:5 基列人把守约但河的渡口，不让以法莲人过去。以法莲逃走的人若说，让我过去，基列人就问他说，你是以法莲人不是？他若说，不是，
Jdg12:6 就对他说，你说示播列。以法莲人因为咬不准字音，便说西播列。基列人就将他拿住，杀在约但河的渡口。那时以法莲人被杀的有四万二千。
Jdg12:7 耶弗他作以色列的士师六年。基列人耶弗他死了，葬在基列的一座城里。
Jdg12:8 耶弗他以后，有伯利恒的以比赞作以色列的士师。
Jdg12:9 他有三十个儿子，三十个女儿；女儿都嫁到外乡去。他给众子从外乡娶了三十个女子为妻。他作以色列的士师七年。
Jdg12:10 以比赞死了，葬在伯利恒。
Jdg12:11 以比赞之后，有西布伦人以伦，作以色列的士师十年。
Jdg12:12 西布伦人以伦死了，葬在西布伦地的亚雅仑。
Jdg12:13 以伦之后，有比拉顿人希列的儿子押顿作以色列的士师。
Jdg12:14 他有四十个儿子，三十个孙子，骑着七十匹驴。押顿作以色列的士师八年。
Jdg12:15 比拉顿人希列的儿子押顿死了，葬在以法莲地的比拉顿，在亚玛力人的山地。
Jdg13:1 以色列人又行耶和华眼中看为恶的事，耶和华将他们交在非利士人手中四十年。
Jdg13:2 那时有一个琐拉人，属但人的家族，名叫玛挪亚；他的妻子不能生育，没有生孩子。
Jdg13:3 [1]耶和华的使者向那妇人[2]显现，对她说，向来你不能生育，没有生孩子；如今你必怀孕生一个儿子。
